rank,family_scientific,family_common,genus_scientific,genus_common,genushybrid_scientific,genushybrid_common,section_scientific,section_common,species_scientific,species_common,hybrid_scientific,hybrid_common,subspecies_hybrid_scientific,subspecies_hybrid_common,subspecies_scientific,subspecies_common,group_scientific,group_common,variety_scientific,variety_common,form_scientific,form_common,scientific_synonyms_sbm,slovak_synonyms_sbm,is_taxon_questionable
variety,Caryophyllaceae,,,,,,,,,,,,,,,,,,Holosteum umbellatum parceglandulosum,burinka okolíkatá žliazkatá,,,['Holosteum umbellatum subsp. viscosissimum'],[],False
subspecies,Caryophyllaceae,,,,,,,,,,,,,,Holosteum umbellatum glutinosum,burinka okolíkatá lepkavá,,,,,,,['Holosteum heuffelii'],[],False
genus,Poaceae,,Holttumochloa,holtumovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Holttumochloa magica,holtumovka kúzelná,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Homalanthus,homalant,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Homalanthus populifolius,homalant topoľolistý,,,,,,,,,,,,,[],[],False
genus,Salicaceae,,Homalium,homál,,,,,,,,,,,,,,,,,,,[],[],False
species,Salicaceae,,,,,,,,Homalium ceylanicum,homál cejlónsky,,,,,,,,,,,,,[],[],False
genus,Cactaceae,,Homalocephala,plochohlavec,,,,,,,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Homalocephala texensis,plochohlavec texaský,,,,,,,,,,,,,['Echinocactus texensis'],[],False
genus,Simaroubaceae,,Homalolepis,homalolepka,,,,,,,,,,,,,,,,,,,[],[],False
species,Simaroubaceae,,,,,,,,Homalolepis cedron,homalolepka jednokmenná,,,,,,,,,,,,,['Simaba cedron'],[],False
genus,Araceae,,Homalomena,mesačník,,,,,,,,,,,,,,,,,,,[],[],False
species,Araceae,,,,,,,,Homalomena rubescens,mesačník červenejúci,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Homogyne,podbelica,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Homogyne alpina,podbelica alpínska,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Homogyne discolor,podbelica rôznofarebná,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Homonoia,omonoja,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Homonoia riparia,omonoja pobrežná,,,,,,,,,,,,,[],[],False
genus,Myrtaceae,,Homoranthus,homorant,,,,,,,,,,,,,,,,,,,[],[],False
species,Myrtaceae,,,,,,,,Homoranthus virgatus,homorant prútnatý,,,,,,,,,,,,,[],[],False
genus,Caryophyllaceae,,Honckenya,honkénia,,,,,,,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Honckenya peploides,honkénia kalužníkovitá,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Hoodia,kaktusnica,,,,,,,,,,,,,,,,,,,['Trichocaulon '],[],False
species,Apocynaceae,,,,,,,,Hoodia gordonii,kaktusnica Gordonova,,,,,,,,,,,,,[],[],False
genus,Dipterocarpaceae,,Hopea,hopea,,,,,,,,,,,,,,,,,,,[],[],False
species,Dipterocarpaceae,,,,,,,,Hopea celebica,hopea celebeská,,,,,,,,,,,,,[],[],False
species,Dipterocarpaceae,,,,,,,,Hopea odorata,hopea voňavá,,,,,,,,,,,,,[],[],False
species,Dipterocarpaceae,,,,,,,,Hopea plagata,hopea vredovitá,,,,,,,,,,,,,[],[],False
species,Dipterocarpaceae,,,,,,,,Hopea sangal,hopea bukolistá,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Hopia,hopia,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Hopia obtusa,hopia tupá,,,,,,,,,,,,,['Panicum obtusum'],[],False
genus,Hoplestigmataceae,,Hoplestigma,kopytočnelkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Hoplestigmataceae,,,,,,,,Hoplestigma pierreanum,kopytočnelkovec Pierrov,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Hoplophyllum,zbrojnoš,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Hoplophyllum spinosum,zbrojnoš tŕnitý,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Hordelymus,jačmienka,,,,,,,,,,,,,,,,,,,['Cuviera'],[],False
species,Poaceae,,,,,,,,Hordelymus europaeus,jačmienka európska,,,,,,,,,,,,,"['Cuviera europaea', 'Elymus europaeus']",[],False
genus,Poaceae,,Hordeum,jačmeň,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Hordeum bulbosum,jačmeň cibuľkatý,,,,,,,,,,,,,['Hordeum nodosum'],[],False
species,Poaceae,,,,,,,,Hordeum geniculatum,jačmeň tuhoostitý,,,,,,,,,,,,,"['Hordeum hystrix', 'Hordeum marinum subsp. hystrix']",[],False
species,Poaceae,,,,,,,,Hordeum jubatum,jačmeň hrivnatý,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Hordeum marinum,jačmeň prímorský,,,,,,,,,,,,,"['Hordeum marinum subsp. maritimum', 'Hordeum maritimum']",[],False
species,Poaceae,,,,,,,,Hordeum murinum,jačmeň myší,,,,,,,,,,,,,[],[],False
subspecies,Poaceae,,,,,,,,,,,,,,Hordeum murinum murinum,jačmeň myší pravý,,,,,,,['Hordeum murinum subsp. eumurinum'],[],False
subspecies,Poaceae,,,,,,,,,,,,,,Hordeum murinum leporinum,jačmeň myší zajačí,,,,,,,['Hordeum leporinum'],[],False
species,Poaceae,,,,,,,,Hordeum secalinum,jačmeň lúčny,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Hordeum vulgare,jačmeň siaty,,,,,,,,,,,,,"['Hordeum sativum', 'Hordeum serotinum', 'Hordeum vulgare subsp. vulgare', 'Hordeum vulgare var. coeleste', 'Hordeum vulgare var. hybernum']",[],False
group,Poaceae,,,,,,,,,,,,,,,,Hordeum vulgare Distichon,dvojradový jačmeň,,,,,"['Hordeum distichon', 'Hordeum distichon subsp. distichon', 'Hordeum distichon subsp. eudistichon', 'Hordeum distichon subsp. zeocrithon', 'Hordeum distichon subsp. nudum', 'Hodeum vulgare subsp. vulgare var. zeocriton', 'Hordeum zeocrithon']",[],False
group,Poaceae,,,,,,,,,,,,,,,,Hordeum vulgare Tetrastichon,štvorradový jačmeň,,,,,"['Hordeum vulgare subsp. tetrastichum', 'Hordeum vulgare subsp. vulgare var. tetrastichon']",[],False
group,Poaceae,,,,,,,,,,,,,,,,Hordeum vulgare Hexastichon,šesťradový jačmeň,,,,,"['Hordeum hexastichon', 'Hordeum vulgare subsp. hexastichon', 'Hordeum vulgare subsp. vulgare var. hexastichon']",[],False
genus,Brassicaceae,,Hormathophylla,ružicolistovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Brassicaceae,,,,,,,,Hormathophylla pyrenaica,ružicolistovka pyrenejská,,,,,,,,,,,,,['Alyssum pyrenaicum'],[],False
genus,Lamiaceae,,Horminium,šalvinka,,,,,,,,,,,,,,,,,,,[],[],False
species,Lamiaceae,,,,,,,,Horminium pyrenaicum,šalvinka pyrenejská,,,,,,,,,,,,,[],[],False
genus,Zingiberaceae,,Hornstedtia,kardamómovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Zingiberaceae,,,,,,,,Hornstedtia reticulata,kardamómovka sieťkovaná,,,,,,,,,,,,,[],[],False
genus,Brassicaceae,,Hornungia,žerušník,,,,,,,,,,,,,,,,,,,"['Hutchinsia', 'Hymenolobus', 'Pritzelago']",[],False
species,Brassicaceae,,,,,,,,Hornungia alpina,žerušník alpínsky,,,,,,,,,,,,,"['Hutchinsia alpina', 'Pritzelago alpina']",[],False
subspecies,Brassicaceae,,,,,,,,,,,,,,Hornungia alpina alpina,žerušník alpínsky pravý,,,,,,,"['Hutchinsia alpina subsp. alpina', 'Pritzelago alpina subsp. alpina']",[],False
subspecies,Brassicaceae,,,,,,,,,,,,,,Hornungia alpina brevicaulis,žerušník alpínsky nízky,,,,,,,"['Hutchinsia alpina subsp. brevicaulis', 'Hutchinsia alpina subsp. dubia', 'Pritzelago alpina subsp. dubia']",[],False
species,Brassicaceae,,,,,,,,Hornungia petraea,žerušník skalný,,,,,,,,,,,,,['Hutchinsia petraea'],[],False
species,Brassicaceae,,,,,,,,Hornungia procumbens,žerušník položený,,,,,,,,,,,,,['Hymenolobus procumbens'],[],False
genus,Myristicaceae,,Horsfieldia,muškátovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Myristicaceae,,,,,,,,Horsfieldia irya,muškátovník užitočný,,,,,,,,,,,,,[],[],False
genus,Rutaceae,,Hortia,hortia,,,,,,,,,,,,,,,,,,,[],[],False
species,Rutaceae,,,,,,,,Hortia brasiliana,hortia brazílska,,,,,,,,,,,,,[],[],False
genus,Monimiaceae,,Hortonia,hortónia,,,,,,,,,,,,,,,,,,,[],[],False
species,Monimiaceae,,,,,,,,Hortonia angustifolia,hortónia úzkolistá,,,,,,,,,,,,,[],[],False
genus,Lamiaceae,,Hoslundia,bobuľník,,,,,,,,,,,,,,,,,,,[],[],False
species,Lamiaceae,,,,,,,,Hoslundia opposita,bobuľník protistojný,,,,,,,,,,,,,[],[],False
genus,Asparagaceae,,Hosta,hosta,,,,,,,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Hosta lancifolia,hosta kopijovitolistá,,,,,,,,,,,,,['Hosta japonica'],[],False
species,Asparagaceae,,,,,,,,Hosta plantaginea,hosta skorocelovitá,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Hosta sieboldiana,hosta sivá,,,,,,,,,,,,,['Hosta crispula'],[],False
species,Asparagaceae,,,,,,,,Hosta sieboldii,hosta okrasná,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Hosta ventricosa,hosta modrofialová,,,,,,,,,,,,,['Hosta coerulea'],[],False
hybrid,Asparagaceae,,,,,,,,,,Hosta × fortunei,hosta Fortuneova,,,,,,,,,,,[],[],False
hybrid,Asparagaceae,,,,,,,,,,Hosta × undulata,hosta zvlnená,,,,,,,,,,,[],[],False
genus,Primulaceae,,Hottonia,perutník,,,,,,,,,,,,,,,,,,,[],[],False
species,Primulaceae,,,,,,,,Hottonia inflata,perutník nafúknutý,,,,,,,,,,,,,[],[],False
species,Primulaceae,,,,,,,,Hottonia palustris,perutník močiarny,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Houstonia,hustónia,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Houstonia caerulea,hustónia belasá,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Houstonia serpyllifolia,hustónia dúškolistá,,,,,,,,,,,,,[],[],False
genus,Saururaceae,,Houttuynia,chameleónka,,,,,,,,,,,,,,,,,,,[],[],False
species,Saururaceae,,,,,,,,Houttuynia cordata,chameleónka srdcovitá,,,,,,,,,,,,,[],[],False
genus,Rhamnaceae,,Hovenia,hovénia,,,,,,,,,,,,,,,,,,,[],[],False
species,Rhamnaceae,,,,,,,,Hovenia dulcis,hovénia sladká,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Howea,hovea,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Howea belmoreana,hovea Belmorova,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Howea forsteriana,hovea Forsterova,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Hoya,hoja,,,,,,,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hoya bella,hoja pekná,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hoya carnosa,hoja mäsitá,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hoya kerrii,hoja Kerrova,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hoya linearis,hoja čiarkovitá,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hoya longifolia,hoja dlholistá,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hoya macgillivrayi,hoja červená,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hoya multiflora,hoja mnohokvetá,,,,,,,,,,,,,[],[],False
genus,Huaceae,,Hua,hua,,,,,,,,,,,,,,,,,,,[],[],False
species,Huaceae,,,,,,,,Hua gabonii,hua gabonská,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Huarpea,varpea,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Huarpea andina,varpea andská,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Hubbardochloa,hubardovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Hubbardochloa gracilis,hubardovka štíhla,,,,,,,,,,,,,[],[],False
genus,Cistaceae,,Hudsonia,hudsonia,,,,,,,,,,,,,,,,,,,[],[],False
species,Cistaceae,,,,,,,,Hudsonia ericoides,hudsonia vresovcovitá,,,,,,,,,,,,,[],[],False
species,Cistaceae,,,,,,,,Hudsonia montana,hudsonia horská,,,,,,,,,,,,,[],[],False
species,Cistaceae,,,,,,,,Hudsonia tomentosa,hudsonia plstnatá,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Huernia,huernia,,,,,,,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Huernia macrocarpa,huernia veľkoplodá,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Huernia zebrina,huernia zebrovitá,,,,,,,,,,,,,[],[],False
genus,Tapisciaceae,,Huertea,huertea,,,,,,,,,,,,,,,,,,,[],[],False
species,Tapisciaceae,,,,,,,,Huertea glandulosa,huertea žliazkatá,,,,,,,,,,,,,[],[],False
genus,Linaceae,,Hugonia,hugónia,,,,,,,,,,,,,,,,,,,[],[],False
species,Linaceae,,,,,,,,Hugonia mystax,hugónia fúzkatá,,,,,,,,,,,,,[],[],False
genus,Moraceae,,Hullettia,huletia,,,,,,,,,,,,,,,,,,,[],[],False
species,Moraceae,,,,,,,,Hulletia dumosa,huletia krovisková,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Hulsea,hulsea,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Hulsea algida,hulsea skrehnutá,,,,,,,,,,,,,[],[],False
genus,Convolvulaceae,,Humbertia,humbertia,,,,,,,,,,,,,,,,,,,[],[],False
species,Convolvulaceae,,,,,,,,Humbertia madagascariensis,humbertia madagaskarská,,,,,,,,,,,,,[],[],False
genus,Humiriaceae,,Humiria,humíria,,,,,,,,,,,,,,,,,,,[],[],False
species,Humiriaceae,,,,,,,,Humiria balsamifera,humíria balzamová,,,,,,,,,,,,,[],[],False
genus,Humiriaceae,,Humiriastrum,humíriovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Humiriaceae,,,,,,,,Humiriastrum diguense,humíriovec digujský,,,,,,,,,,,,,[],[],False
genus,Cannabaceae,,Humulus,chmeľ,,,,,,,,,,,,,,,,,,,[],[],False
species,Cannabaceae,,,,,,,,Humulus japonicus,chmeľ japonský,,,,,,,,,,,,,['Humulus scandens'],[],False
species,Cannabaceae,,,,,,,,Humulus lupulus,chmeľ obyčajný,,,,,,,,,,,,,[],[],False
genus,Papaveraceae,,Hunnemannia,žltomak,,,,,,,,,,,,,,,,,,,[],[],False
species,Papaveraceae,,,,,,,,Hunnemannia fumariifolia,žltomak zemedymolistý,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Hunteria,huntéria,,,,,,,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Hunteria umbellata,huntéria okolíkatá,,,,,,,,,,,,,[],[],False
genus,Lycopodiaceae,,Huperzia,chvostník,,,,,,,,,,,,,,,,,,,['Urostachys'],[],False
species,Lycopodiaceae,,,,,,,,Huperzia chishuiensis,chvostník čchišuejský,,,,,,,,,,,,,[],[],False
species,Lycopodiaceae,,,,,,,,Huperzia rubrica,chvostník červenookrový,,,,,,,,,,,,,[],[],False
species,Lycopodiaceae,,,,,,,,Huperzia selago,chvostník jedľovitý,,,,,,,,,,,,,"['Lycopodium selago', 'Urostachys selago']",[],False
subspecies,Lycopodiaceae,,,,,,,,,,,,,,Huperzia selago selago,chvostník jedľovitý pravý,,,,,,,[],[],False
species,Lycopodiaceae,,,,,,,,Huperzia venezuelanica,chvostník venezuelský,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Hura,hura,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Hura crepitans,hura rachotivá,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Hura polyandra,hura mnohotyčinková,,,,,,,,,,,,,[],[],False
genus,Boraginaceae,,Huynhia,kamienočka,,,,,,,,,,,,,,,,,,,[],[],False
species,Boraginaceae,,,,,,,,Huynhia pulchra,kamienočka krásna,,,,,,,,,,,,,['Arnebia pulchra'],[],False
genus,Asparagaceae,,Hyacinthella,hyacintka,,,,,,,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Hyacinthella acutiloba,hyacintka končistolistá,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Hyacinthella leucophaea,hyacintka špinavobiela,,,,,,,,,,,,,[],[],False
variety,Asparagaceae,,,,,,,,,,,,,,,,,,Hyacinthella leucophaea rumelica,hyacintka špinavobiela rumélska,,,['Hyacinthella rumelica'],[],False
genus,Asparagaceae,,Hyacinthoides,hyacintovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Hyacinthoides hispanica,hyacintovec španielsky,,,,,,,,,,,,,['Scilla hispanica'],[],False
species,Asparagaceae,,,,,,,,Hyacinthoides italica,hyacintovec taliansky,,,,,,,,,,,,,['Scilla italica'],[],False
species,Asparagaceae,,,,,,,,Hyacinthoides non-scripta,hyacintovec ovisnutý,,,,,,,,,,,,,"['Scilla non-scripta', 'Scilla nutans']",[],False
hybrid,Asparagaceae,,,,,,,,,,Hyacinthoides × massartiana,hyacintovec Massartov,,,,,,,,,,,[],[],False
genus,Asparagaceae,,Hyacinthus,hyacint,,,,,,,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Hyacinthus orientalis,hyacint východný,,,,,,,,,,,,,[],[],False
genus,Picrodendraceae,,Hyaenanche,hyenomor,,,,,,,,,,,,,,,,,,,[],[],False
species,Picrodendraceae,,,,,,,,Hyaenanche globosa,hyenomor guľatý,,,,,,,,,,,,,['Toxicodendrum globosum'],[],False
genus,Asteraceae,,Hyalis,hyálka,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Hyalis argentea,hyálka striebristá,,,,,,,,,,,,,[],[],False
genus,Violaceae,,Hybanthus,fialkovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Violaceae,,,,,,,,Hybanthus austrocaledonicus,fialkovník novokaledónsky,,,,,,,,,,,,,[],[],False
species,Violaceae,,,,,,,,Hybanthus caledonicus,fialkovník cezmínolistý,,,,,,,,,,,,,['Hybanthus ilicifolius'],[],False
genus,Achariaceae,,Hydnocarpus,hydnokarp,,,,,,,,,,,,,,,,,,,[],[],False
species,Achariaceae,,,,,,,,Hydnocarpus kurzii,hydnokarp Kurzov,,,,,,,,,,,,,[],[],False
species,Achariaceae,,,,,,,,Hydnocarpus pentandrus,hydnokarp päťtyčinkový,,,,,,,,,,,,,['Hydnocarpus laurifolius'],[],False
genus,Aristolochiaceae,,Hydnora,hubkovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Aristolochiaceae,,,,,,,,Hydnora africana,hubkovka africká,,,,,,,,,,,,,[],[],False
genus,Hydrangeaceae,,Hydrangea,hortenzia,,,,,,,,,,,,,,,,,,,"['Deinanthe ', 'Dichroa ', 'Platycrater ', 'Schizophragma ']",[],False
species,Hydrangeaceae,,,,,,,,Hydrangea anomala,hortenzia zvláštna,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea arborescens,hortenzia stromčekovitá,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea aspera,hortenzia drsná,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea bretschneideri,hortenzia Bretschneiderova,,,,,,,,,,,,,[],[],True
species,Hydrangeaceae,,,,,,,,Hydrangea cinerea,hortenzia popolavá,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea febrifuga,hortenzia protihorúčková,,,,,,,,,,,,,['Dichroa febrifuga'],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea heteromalla,hortenzia himalájska,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea longipes,hortenzia dlhostopkatá,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea macrophylla,hortenzia veľkolistá,,,,,,,,,,,,,['Hydrangea opuloides'],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea paniculata,hortenzia metlinatá,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea petiolaris,hortenzia popínavá,,,,,,,,,,,,,['Hydrangea anomala subsp. petiolaris'],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea quercifolia,hortenzia dubolistá,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea radiata,hortenzia lúčovitá,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea sargentiana,hortenzia Sargentova,,,,,,,,,,,,,['Hydrangea aspera subsp. sargentiana'],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea serrata,hortenzia pílkovitá,,,,,,,,,,,,,[],[],False
species,Hydrangeaceae,,,,,,,,Hydrangea xanthoneura,hortenzia žltožilová,,,,,,,,,,,,,[],[],False
genus,Ranunculaceae,,Hydrastis,voduľka,,,,,,,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Hydrastis canadensis,voduľka kanadská,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Hydriastele,kencia,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Hydriastele wendlandiana,kencia Wendlandova,,,,,,,,,,,,,[],[],False
genus,Hydrocharitaceae,,Hydrilla,hydrila,,,,,,,,,,,,,,,,,,,[],[],False
species,Hydrocharitaceae,,,,,,,,Hydrilla verticillata,hydrila praslenatá,,,,,,,,,,,,,['Hydrilla lithuanica'],[],False
genus,Balsaminaceae,,Hydrocera,nedotklivka,,,,,,,,,,,,,,,,,,,[],[],False
species,Balsaminaceae,,,,,,,,Hydrocera triflora,nedotklivka trojkvetá,,,,,,,,,,,,,[],[],False
genus,Hydrocharitaceae,,Hydrocharis,vodnianka,,,,,,,,,,,,,,,,,,,['Limnobium '],[],False
species,Hydrocharitaceae,,,,,,,,Hydrocharis laevigata,vodnianka vyhladená,,,,,,,,,,,,,['Limnobium laevigatum'],[],False
species,Hydrocharitaceae,,,,,,,,Hydrocharis morsus-ranae,vodnianka žabia,,,,,,,,,,,,,[],[],False
species,Hydrocharitaceae,,,,,,,,Hydrocharis spongia,vodnianka špongiová,,,,,,,,,,,,,['Limnobium spongia'],[],False
genus,Alismataceae,,Hydrocleys,hladinovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Alismataceae,,,,,,,,Hydrocleys nymphoides,hladinovka leknovitá,,,,,,,,,,,,,['Limnocharis humboldtii'],[],False
genus,Araliaceae,,Hydrocotyle,pupkovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Araliaceae,,,,,,,,Hydrocotyle leucocephala,pupkovník bielohlavý,,,,,,,,,,,,,[],[],False
species,Araliaceae,,,,,,,,Hydrocotyle ranunculoides,pupkovník iskerníkovitý,,,,,,,,,,,,,[],[],False
species,Araliaceae,,,,,,,,Hydrocotyle sibthorpioides,pupkovník peniažtekovkový,,,,,,,,,,,,,[],[],False
species,Araliaceae,,,,,,,,Hydrocotyle umbellata,pupkovník okolíkatý,,,,,,,,,,,,,[],[],False
species,Araliaceae,,,,,,,,Hydrocotyle verticillata,pupkovník praslenatý,,,,,,,,,,,,,[],[],False
species,Araliaceae,,,,,,,,Hydrocotyle vulgaris,pupkovník obyčajný,,,,,,,,,,,,,[],[],False
genus,Malvaceae,,Hydrogaster,vododrev,,,,,,,,,,,,,,,,,,,[],[],False
species,Malvaceae,,,,,,,,Hydrogaster trinervis,vododrev trojžilový,,,,,,,,,,,,,[],[],False
genus,Hydroleaceae,,Hydrolea,vodička,,,,,,,,,,,,,,,,,,,[],[],False
species,Hydroleaceae,,,,,,,,Hydrolea zeylanica,vodička cejlónska,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Hydrophylax,brežník,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Hydrophylax maritima,brežník prímorský,,,,,,,,,,,,,[],[],False
genus,Hydrophyllaceae,,Hydrophyllum,vodnatec,,,,,,,,,,,,,,,,,,,[],[],False
species,Hydrophyllaceae,,,,,,,,Hydrophyllum virginianum,vodnatec virgínsky,,,,,,,,,,,,,[],[],False
genus,Hydrostachyaceae,,Hydrostachys,vodopádnik,,,,,,,,,,,,,,,,,,,[],[],False
species,Hydrostachyaceae,,,,,,,,Hydrostachys polymorpha,vodopádnik mnohotvarý,,,,,,,,,,,,,[],[],False
genus,Acanthaceae,,Hygrophila,vlhkomilka,,,,,,,,,,,,,,,,,,,[],[],False
species,Acanthaceae,,,,,,,,Hygrophila corymbosa,vlhkomilka chocholíkatá,,,,,,,,,,,,,[],[],False
species,Acanthaceae,,,,,,,,Hygrophila costata,vlhkomilka rebernatá,,,,,,,,,,,,,[],[],False
species,Acanthaceae,,,,,,,,Hygrophila pinnatifida,vlhkomilka perovitozárezová,,,,,,,,,,,,,[],[],False
species,Acanthaceae,,,,,,,,Hygrophila polysperma,vlhkomilka mnohosemenná,,,,,,,,,,,,,[],[],False
species,Acanthaceae,,,,,,,,Hygrophila ringens,vlhkomilka rozďavená,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Hylodendron,hylodendron,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Hylodendron gabunense,hylodendron gabonský,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Hylodesmum,trojlístkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Hylodesmum glutinosum,trojlístkovec lepkavý,,,,,,,,,,,,,[],[],False
genus,Crassulaceae,,Hylotelephium,rozchodníkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Hylotelephium anacampseros,rozchodníkovec čarovný,,,,,,,,,,,,,['Sedum anacampseros'],[],False
species,Crassulaceae,,,,,,,,Hylotelephium argutum,rozchodníkovec karpatský,,,,,,,,,,,,,"['Sedum carpaticum', 'Sedum fabaria', 'Sedum fabaria subsp. carpaticum', 'Sedum telephium subsp. fabaria', 'Sedum telephium subsp. purpurascens']",[],False
species,Crassulaceae,,,,,,,,Hylotelephium ewersii,rozchodníkovec Ewersov,,,,,,,,,,,,,['Sedum ewersii'],[],False
species,Crassulaceae,,,,,,,,Hylotelephium jullianum,rozchodníkovec hustolistý,,,,,,,,,,,,,['Sedum maximum subsp. jullianum'],[],False
species,Crassulaceae,,,,,,,,Hylotelephium maximum,rozchodníkovec najväčší,,,,,,,,,,,,,"['Sedum latifolium', 'Sedum maximum', 'Sedum telephium subsp. maximum']",[],False
