rank,family_scientific,family_common,genus_scientific,genus_common,genushybrid_scientific,genushybrid_common,section_scientific,section_common,species_scientific,species_common,hybrid_scientific,hybrid_common,subspecies_hybrid_scientific,subspecies_hybrid_common,subspecies_scientific,subspecies_common,group_scientific,group_common,variety_scientific,variety_common,form_scientific,form_common,scientific_synonyms_sbm,slovak_synonyms_sbm,is_taxon_questionable
species,Asteraceae,,,,,,,,Chaetanthera spathulifolia,kamenník lopatkovitolistý,,,,,,,,,,,,,[],[],False
genus,Peraceae,,Chaetocarpus,štetinovček,,,,,,,,,,,,,,,,,,,[],[],False
species,Peraceae,,,,,,,,Chaetocarpus castanocarpus,štetinovček gaštanoplodý,,,,,,,,,,,,,[],[],False
genus,Melastomataceae,,Chaetogastra,ochlpenka,,,,,,,,,,,,,,,,,,,[],[],False
species,Melastomataceae,,,,,,,,Chaetogastra geitneriana,ochlpenka Geitnerova,,,,,,,,,,,,,['Tibouchina geitneriana'],[],False
species,Melastomataceae,,,,,,,,Chaetogastra gracilis,ochlpenka štíhla,,,,,,,,,,,,,['Tibouchina gracilis'],[],False
species,Melastomataceae,,,,,,,,Chaetogastra grossa,ochlpenka hrubá,,,,,,,,,,,,,['Tibouchina grossa'],[],False
genus,Melastomataceae,,Chaetolepis,štetinkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Melastomataceae,,,,,,,,Chaetolepis lindeniana,štetinkovec Lindenov,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chaetopappa,astra,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chaetopappa asteroides,astra hviezdovitá,,,,,,,,,,,,,[],[],False
genus,Lamiaceae,,Chaiturus,srdcovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Lamiaceae,,,,,,,,Chaiturus marrubiastrum,srdcovec jablčníkovitý,,,,,,,,,,,,,['Leonurus marrubiastrum'],[],False
genus,Rosaceae,,Chamaebatia,ostružníček,,,,,,,,,,,,,,,,,,,[],[],False
species,Rosaceae,,,,,,,,Chamaebatia foliolosa,ostružníček lístočkatý,,,,,,,,,,,,,[],[],False
genus,Rosaceae,,Chamaebatiaria,rebríčkovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Rosaceae,,,,,,,,Chamaebatiaria millefolium,rebríčkovka obyčajná,,,,,,,,,,,,,[],[],False
genus,Cactaceae,,Chamaecereus,fakľovček,,,,,,,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Chamaecereus saltensis,fakľovček saltský,,,,,,,,,,,,,"['Echinopsis saltensis', 'Lobivia pseudocachensis']",[],False
species,Cactaceae,,,,,,,,Chamaecereus schreiteri,fakľovček Schreiterov,,,,,,,,,,,,,"['Echinopsis schreiteri', 'Lobivia schreiteri']",[],False
species,Cactaceae,,,,,,,,Chamaecereus silvestrii,fakľovček Silvestriho,,,,,,,,,,,,,['Echinopsis chamaecereus '],[],False
species,Cactaceae,,,,,,,,Chamaecereus stilowianus,fakľovček Stilowov,,,,,,,,,,,,,['Lobivia stillowiana'],[],False
genus,Costaceae,,Chamaecostus,kostusovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Costaceae,,,,,,,,Chamaecostus congestiflorus,kostusovec zhlukokvetý,,,,,,,,,,,,,['Costus congestiflorus'],[],False
genus,Fabaceae,,Chamaecrista,citlivček,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Chamaecrista desvauxii,citlivček Desvauxov,,,,,,,,,,,,,[],[],False
genus,Cupressaceae,,Chamaecyparis,cypruštek,,,,,,,,,,,,,,,,,,,[],[],False
species,Cupressaceae,,,,,,,,Chamaecyparis formosensis,cypruštek taiwanský,,,,,,,,,,,,,[],[],False
species,Cupressaceae,,,,,,,,Chamaecyparis lawsoniana,cypruštek Lawsonov,,,,,,,,,,,,,['Chamaecyparis lawsoniana f. glauca'],[],False
species,Cupressaceae,,,,,,,,Chamaecyparis obtusa,cypruštek tupolistý,,,,,,,,,,,,,[],[],False
species,Cupressaceae,,,,,,,,Chamaecyparis pisifera,cypruštek hrachonosný,,,,,,,,,,,,,"['Chamaecyparis pisifera var. plumosa', 'Chamaecyparis pisifera f. squarrosa']",[],False
species,Cupressaceae,,,,,,,,Chamaecyparis thyoides,cypruštek tujovitý,,,,,,,,,,,,,[],[],False
genus,Ericaceae,,Chamaedaphne,lykovček,,,,,,,,,,,,,,,,,,,[],[],False
species,Ericaceae,,,,,,,,Chamaedaphne calyculata,lykovček kalíškatý,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Chamaedorea,chamédorea,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Chamaedorea cataractarum,chamédorea vodopádová,,,,,,,,,,,,,['Chamaedorea martiana'],[],False
species,Arecaceae,,,,,,,,Chamaedorea elegans,chamédorea úhľadná,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Chamaedorea ernesti-augusti,chamédorea Augustova,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Chamaedorea glaucifolia,chamédorea sivolistá,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Chamaedorea radicalis,chamédorea výbežkatá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chamaeleon,pichliačik,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chamaeleon comosus,pichliačik chochlatý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chamaeleon gummifer,pichliačik glejovitý,,,,,,,,,,,,,[],[],False
genus,Melanthiaceae,,Chamaelirium,kýchavička,,,,,,,,,,,,,,,,,,,['Chionographis '],[],False
species,Melanthiaceae,,,,,,,,Chamaelirium japonicum,kýchavička japonská,,,,,,,,,,,,,[],[],False
species,Melanthiaceae,,,,,,,,Chamaelirium luteum,kýchavička žltá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chamaemelum,paruman,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chamaemelum nobile,paruman spanilý,,,,,,,,,,,,,['Anthemis nobilis'],[],False
genus,Onagraceae,,Chamaenerion,kyprina,,,,,,,,,,,,,,,,,,,"['Chamerion', 'Chamaenerion']",[],False
species,Onagraceae,,,,,,,,Chamaenerion angustifolium,kyprina úzkolistá,,,,,,,,,,,,,['Chamerion angustifolium'],[],False
species,Onagraceae,,,,,,,,Chamaenerion dodonaei,kyprina štrkovisková,,,,,,,,,,,,,"['Chamerion dodonaei', 'Chamaenerion palustre', 'Epilobium angustissimum']",[],False
species,Onagraceae,,,,,,,,Chamaenerion fleischeri,kyprina Fleischerova,,,,,,,,,,,,,"['Chamerion fleischeri ', 'Epilobium fleischeri']",[],False
species,Onagraceae,,,,,,,,Chamaenerion latifolium,kyprina širokolistá,,,,,,,,,,,,,['Chamerion latifolium'],[],False
genus,Acanthaceae,,Chamaeranthemum,bieložilovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Acanthaceae,,,,,,,,Chamaeranthemum malifolium,bieložilovec jabloňolistý,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Chamaerops,palmička,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Chamaerops humilis,palmička nízka,,,,,,,,,,,,,[],[],False
genus,Solanaceae,,Chamaesaracha,sarachovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Solanaceae,,,,,,,,Chamaesaracha sordida,sarachovec špinavý,,,,,,,,,,,,,[],[],False
genus,Apiaceae,,Chamaesium,chamézium,,,,,,,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Chamaesium jiulongense,chamézium jiugonské,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Chambeyronia,plameňovka,,,,,,,,,,,,,,,,,,,"['Actinokentia', 'Kentiopsis']",[],False
species,Arecaceae,,,,,,,,Chambeyronia divaricata,plameňovka rozkladitá,,,,,,,,,,,,,['Actinokentia divaricata'],[],False
species,Arecaceae,,,,,,,,Chambeyronia lepidota,plameňovka lupinatá,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Chambeyronia oliviformis,plameňovka olivovitá,,,,,,,,,,,,,['Kentiopsis oliviformis'],[],False
genus,Myrtaceae,,Chamelaucium,voskokvet,,,,,,,,,,,,,,,,,,,[],[],False
species,Myrtaceae,,,,,,,,Chamelaucium uncinatum,voskokvet háčikatý,,,,,,,,,,,,,[],[],False
genus,Orchidaceae,,Chamorchis,vstavačik,,,,,,,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Chamorchis alpina,vstavačik alpínsky,,,,,,,,,,,,,[],[],False
genus,Opiliaceae,,Champereia,čampera,,,,,,,,,,,,,,,,,,,[],[],False
species,Opiliaceae,,,,,,,,Champereia manillana,čampera manilská,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chaptalia,šaptália,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chaptalia tomentosa,šaptália plstnatá,,,,,,,,,,,,,[],[],False
genus,Verbenaceae,,Chascanum,duranta,,,,,,,,,,,,,,,,,,,[],[],False
species,Verbenaceae,,,,,,,,Chascanum pinnatifidum,duranta perovitozárezová,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Chascolytrum,traslík,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chascolytrum erectum,traslík vzpriamený,,,,,,,,,,,,,[],[],False
genus,Iridaceae,,Chasmanthe,rebrovnica,,,,,,,,,,,,,,,,,,,[],[],False
species,Iridaceae,,,,,,,,Chasmanthe floribunda,rebrovnica kvetnatá,,,,,,,,,,,,,[],[],False
genus,Menispermaceae,,Chasmanthera,chazmantera,,,,,,,,,,,,,,,,,,,[],[],False
species,Menispermaceae,,,,,,,,Chasmanthera dependens,chazmantera ovísajúca,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Chasmanthium,krasoklas,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chasmanthium latifolium,krasoklas širokolistý,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chasmanthium ornithorhynchum,krasoklas zobákovitý,,,,,,,,,,,,,[],[],False
genus,Aizoaceae,,Chasmatophyllum,chazmatofyl,,,,,,,,,,,,,,,,,,,[],[],False
species,Aizoaceae,,,,,,,,Chasmatophyllum musculinum,chazmatofyl myší,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Chassalia,chasália,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Chassalia kolly,chasália drobnokvetá,,,,,,,,,,,,,[],[],False
genus,Pteridaceae,,Cheilanthes,šupinatec,,,,,,,,,,,,,,,,,,,[],[],False
species,Pteridaceae,,,,,,,,Cheilanthes micropteris,šupinatec drobnokrídly,,,,,,,,,,,,,[],[],False
genus,Celastraceae,,Cheiloclinium,saputa,,,,,,,,,,,,,,,,,,,[],[],False
species,Celastraceae,,,,,,,,Cheiloclinium anomalum,saputa neobyčajná,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Cheilosa,cheilóza,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Cheilosa montana,cheilóza horská,,,,,,,,,,,,,[],[],False
genus,Aizoaceae,,Cheiridopsis,dlaňovec,,,,,,,,,,,,,,,,,,,['Odontophorus '],[],False
species,Aizoaceae,,,,,,,,Cheiridopsis acuminata,dlaňovec končistý,,,,,,,,,,,,,[],[],False
species,Aizoaceae,,,,,,,,Cheiridopsis nana,dlaňovec nízky,,,,,,,,,,,,,"['Odontophorus nanus', 'Odontophorus primulinus']",[],False
species,Aizoaceae,,,,,,,,Cheiridopsis pillansii,dlaňovec Pillansov,,,,,,,,,,,,,[],[],False
species,Aizoaceae,,,,,,,,Cheiridopsis rostrata,dlaňovec zobákovitý,,,,,,,,,,,,,['Cheiridopsis purpurascens'],[],False
genus,Papaveraceae,,Chelidonium,lastovičník,,,,,,,,,,,,,,,,,,,[],[],False
species,Papaveraceae,,,,,,,,Chelidonium diphyllum,lastovičník dvojlistý,,,,,,,,,,,,,[],[],False
species,Papaveraceae,,,,,,,,Chelidonium majus,lastovičník väčší,,,,,,,,,,,,,[],[],False
genus,Gentianaceae,,Chelonanthus,chelonant,,,,,,,,,,,,,,,,,,,[],[],False
species,Gentianaceae,,,,,,,,Chelonanthus purpurascens,chelonant purpurastý,,,,,,,,,,,,,[],[],False
genus,Plantaginaceae,,Chelone,korytnačkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Plantaginaceae,,,,,,,,Chelone glabra,korytnačkovec holý,,,,,,,,,,,,,[],[],False
species,Plantaginaceae,,,,,,,,Chelone lyonii,korytnačkovec Lyonov,,,,,,,,,,,,,[],[],False
species,Plantaginaceae,,,,,,,,Chelone obliqua,korytnačkovec šikmý,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Chelyocarpus,trinax,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Chelyocarpus chuco,trinax potočný,,,,,,,,,,,,,[],[],False
genus,Chenopodiaceae,,Chenopodiastrum,mrlík,,,,,,,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodiastrum hybridum,mrlík hybridný,,,,,,,,,,,,,['Chenopodium hybridum'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodiastrum murale,mrlík múrový,,,,,,,,,,,,,['Chenopodium murale'],[],False
genus,Chenopodiaceae,,Chenopodium,mrlík,,,,,,,,,,,,,,,,,,,"['Einadia', 'Rhagodia ']",[],False
species,Chenopodiaceae,,,,,,,,Chenopodium acerifolium,mrlík javorolistý,,,,,,,,,,,,,['Chenopodium klinggraeffii'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium acuminatum,mrlík končistolistý,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium album,mrlík biely,,,,,,,,,,,,,"['Chenopodium album subsp. borbasii', 'Chenopodium album subsp. densifoliatum', 'Chenopodium album subsp. fallax', 'Chenopodium album subsp. ovatum', 'Chenopodium album subsp. virgatum', 'Chenopodium borbasii', 'Chenopodium pedunculare', 'Chenopodium reticulatum', 'Chenopodium viride']",[],False
species,Chenopodiaceae,,,,,,,,Chenopodium berlandieri,mrlík Berlandierov,,,,,,,,,,,,,[],[],False
subspecies,Chenopodiaceae,,,,,,,,,,,,,,Chenopodium berlandieri zschackei,mrlík Berlandierov Zschackeho,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium betaceum,mrlík cviklový,,,,,,,,,,,,,['Chenopodium strictum'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium carnulosum,mrlík mäsitý,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium desertorum,mrlík púštny,,,,,,,,,,,,,[],[],False
subspecies,Chenopodiaceae,,,,,,,,,,,,,,Chenopodium desertorum microphyllum,mrlík púštny drobnolistý,,,,,,,['Chenopodium microphyllum'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium desiccatum,mrlík suchomilný,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium diversifolium,mrlík rôznolistý,,,,,,,,,,,,,['Chenopodium album subsp. diversifolium'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium ficifolium,mrlík figolistý,,,,,,,,,,,,,[],[],False
subspecies,Chenopodiaceae,,,,,,,,,,,,,,Chenopodium ficifolium ficifolium,mrlík figolistý pravý,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium giganteum,mrlík obrovský,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium hircinum,mrlík kozí,,,,,,,,,,,,,[],[],False
subspecies,Chenopodiaceae,,,,,,,,,,,,,,Chenopodium hircinum hircinum,mrlík kozí pravý,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium karoi,mrlík rozprestretý,,,,,,,,,,,,,['Chenopodium prostratum'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium missouriense,mrlík missourský,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium nutans,mrlík ovisnutý,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium opulifolium,mrlík kalinolistý,,,,,,,,,,,,,['Chenopodium opulifolium subsp. opulifolium'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium pallidicaule,mrlík bledobyľový,,,,,,,,,,,,,['Chenopodium canihua'],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium pratericola,mrlík lúčny,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium probstii,mrlík Probstov,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium quinoa,mrlík čilský,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium striatiforme,mrlík drobnolistý,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium subficifolium,mrlík nepravý,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium suecicum,mrlík švédsky,,,,,,,,,,,,,[],[],False
species,Chenopodiaceae,,,,,,,,Chenopodium vulvaria,mrlík smradľavý,,,,,,,,,,,,,[],[],False
genus,Caryophyllaceae,,Cherleria,kurička,,,,,,,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cherleria biflora,kurička dvojkvetá,,,,,,,,,,,,,['Minuartia biflora'],[],False
species,Caryophyllaceae,,,,,,,,Cherleria langii,kurička vápencová,,,,,,,,,,,,,"['Alsine langii', 'Minuartia kitaibelii', 'Minuartia langii', 'Minuartia laricifolia subsp. kitaibelii', 'Minuartia striata subsp. kitaibelii']",[],False
species,Caryophyllaceae,,,,,,,,Cherleria laricifolia,kurička šidlolistá,,,,,,,,,,,,,"['Alsine laricifolia', 'Minuartia laricifolia', 'Minuartia laricifolia subsp. striata', 'Minuartia striata', 'Minuartia striata subsp. eustriata']",[],False
species,Caryophyllaceae,,,,,,,,Cherleria sedoides,kurička rozchodníkovitá,,,,,,,,,,,,,['Minuartia sedoides'],[],False
genus,Fabaceae,,Chesneya,prízemnica,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Chesneya darvasica,prízemnica darvázska,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Chidlowia,čidlovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Chidlowia sanguinea,čidlovka krvavá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chiliotrichum,astra,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chiliotrichum diffusum,astra rozložitá,,,,,,,,,,,,,[],[],False
genus,Orchidaceae,,Chiloglottis,osičkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Chiloglottis triceratops,osičkovec trojrohý,,,,,,,,,,,,,[],[],False
genus,Bignoniaceae,,Chilopsis,pyskovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Bignoniaceae,,,,,,,,Chilopsis linearis,pyskovec čiarkovitý,,,,,,,,,,,,,[],[],False
genus,Ericaceae,,Chimaphila,zimoľub,,,,,,,,,,,,,,,,,,,[],[],False
species,Ericaceae,,,,,,,,Chimaphila umbellata,zimoľub okolíkatý,,,,,,,,,,,,,['Pyrola umbellata'],[],False
genus,Rubiaceae,,Chimarrhis,vodník,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Chimarrhis cubensis,vodník kubánsky,,,,,,,,,,,,,[],[],False
genus,Calycanthaceae,,Chimonanthus,zimovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Calycanthaceae,,,,,,,,Chimonanthus praecox,zimovec včasný,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Chimonobambusa,pabambus,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chimonobambusa communis,pabambus bežný,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Chimonocalamus,trstinovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chimonocalamus macuanensis,trstinovec makujský,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Chiococca,snehuľka,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Chiococca alba,snehuľka biela,,,,,,,,,,,,,['Chiococca racemosa'],[],False
genus,Oleaceae,,Chionanthus,chionant,,,,,,,,,,,,,,,,,,,[],[],False
species,Oleaceae,,,,,,,,Chionanthus retusus,chionant tupolistý,,,,,,,,,,,,,[],[],False
species,Oleaceae,,,,,,,,Chionanthus sulawesicus,chionant sulaweský,,,,,,,,,,,,,[],[],False
species,Oleaceae,,,,,,,,Chionanthus virginicus,chionant virgínsky,,,,,,,,,,,,,[],[],False
genus,Malvaceae,,Chiranthodendron,paprčkovec,,,,,,,,,,,,,,,,,,,['Cheirostemon'],[],False
species,Malvaceae,,,,,,,,Chiranthodendron pentadactylon,paprčkovec päťprstý,,,,,,,,,,,,,['Cheirostemon platanoides'],[],False
genus,Gentianaceae,,Chironia,chirónia,,,,,,,,,,,,,,,,,,,[],[],False
species,Gentianaceae,,,,,,,,Chironia anglolensis,chirónia angolská,,,,,,,,,,,,,[],[],False
genus,Meliaceae,,Chisocheton,bagalunga,,,,,,,,,,,,,,,,,,,[],[],False
species,Meliaceae,,,,,,,,Chisocheton ceramicus,bagalunga seramská,,,,,,,,,,,,,[],[],False
genus,Amaryllidaceae,,Chlidanthus,chlidant,,,,,,,,,,,,,,,,,,,[],[],False
species,Amaryllidaceae,,,,,,,,Chlidanthus fragrans,chlidant voňavý,,,,,,,,,,,,,[],[],False
genus,Lamiaceae,,Chloanthes,náprstníkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Lamiaceae,,,,,,,,Chloanthes stoechadis,náprstníkovec levanduľovitý,,,,,,,,,,,,,[],[],False
genus,Orchidaceae,,Chloraea,porcelánovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Chloraea magellanica,porcelánovka magalhaeská,,,,,,,,,,,,,[],[],False
genus,Chloranthaceae,,Chloranthus,zelenokvet,,,,,,,,,,,,,,,,,,,[],[],False
species,Chloranthaceae,,,,,,,,Chloranthus spicatus,zelenokvet klasnatý,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Chloris,zelienka,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chloris gayana,zelienka abesínska,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chloris radiata,zelienka lúčovitá,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chloris truncata,zelienka uťatá,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Chloris virgata,zelienka prútnatá,,,,,,,,,,,,,[],[],False
genus,Lauraceae,,Chlorocardium,plavodrievko,,,,,,,,,,,,,,,,,,,[],[],False
species,Lauraceae,,,,,,,,Chlorocardium esmeraldense,plavodrievko esmeraldaské,,,,,,,,,,,,,[],[],False
genus,Achariaceae,,Chlorocarpa,leprovček,,,,,,,,,,,,,,,,,,,[],[],False
species,Achariaceae,,,,,,,,Chlorocarpa pentaschista,leprovček päťčnelkový,,,,,,,,,,,,,[],[],False
genus,Asparagaceae,,Chlorogalum,bledavec,,,,,,,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Chlorogalum angustifolium,bledavec úzkolistý,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Chloroleucon,beľavec,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Chloroleucon acacioides,beľavec akáciovitý,,,,,,,,,,,,,[],[],False
genus,Asparagaceae,,Chlorophytum,zelenec,,,,,,,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Chlorophytum alismifolium,zelenec žabníkolistý,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Chlorophytum comosum,zelenec chochlatý,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Chlorophytum orchidastrum,zelenec hviezdosemenníkový,,,,,,,,,,,,,[],[],False
genus,Rutaceae,,Chloroxylon,saténovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Rutaceae,,,,,,,,Chloroxylon swietenia,saténovník obyčajný,,,,,,,,,,,,,[],[],False
genus,Anacardiaceae,,Choerospondias,slivkovníček,,,,,,,,,,,,,,,,,,,[],[],False
species,Anacardiaceae,,,,,,,,Choerospondias axillaris,slivkovníček pazušný,,,,,,,,,,,,,[],[],False
genus,Rutaceae,,Choisya,šoazia,,,,,,,,,,,,,,,,,,,[],[],False
species,Rutaceae,,,,,,,,Choisya ternata,šoazia trojpočetná,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Chomelia,chomélia,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Chomelia spinosa,chomélia tŕnitá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chondrilla,chondrila,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chondrilla chondrilloides,chondrila alpská,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chondrilla juncea,chondrila prútnatá,,,,,,,,,,,,,[],[],False
genus,Menispermaceae,,Chondrodendron,chrupkavec,,,,,,,,,,,,,,,,,,,[],[],False
species,Menispermaceae,,,,,,,,Chondrodendron microphyllum,chrupkavec drobnolistý,,,,,,,,,,,,,[],[],False
species,Menispermaceae,,,,,,,,Chondrodendron platyphyllum,chrupkavec veľkolistý,,,,,,,,,,,,,[],[],False
species,Menispermaceae,,,,,,,,Chondrodendron tomentosum,chrupkavec plstnatý,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Chonemorpha,vrtikvet,,,,,,,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Chonemorpha mollis,vrtikvet mäkký,,,,,,,,,,,,,[],[],False
genus,Brassicaceae,,Chorispora,drobnosemä,,,,,,,,,,,,,,,,,,,[],[],False
species,Brassicaceae,,,,,,,,Chorispora tenella,drobnosemä útle,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Chorizema,chorizéma,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Chorizema cordatum,chorizéma srdcovitá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Chorizema varium,chorizéma pestrá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chresta,chresta,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chresta exsucca,chresta vyšťavená,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Christia,motýľovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Christia obcordata,motýľovec lastovičí,,,,,,,,,,,,,[],[],False
genus,Malvaceae,,Christiana,kristiana,,,,,,,,,,,,,,,,,,,[],[],False
species,Malvaceae,,,,,,,,Christiana africana,kristiana africká,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chromolaena,chromoléna,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chromolaena odorata,chromoléna voňavá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chromolepis,chromolepka,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chromolepis heterophylla,chromolepka rôznolistá,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Chrozophora,chrozofora,,,,,,,,,,,,,,,,,,,[],[],False
